,id_municipio,id_item,codigo_resposta,validated_at,justificativa
114,30,28,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.266638,Item ainda não validado
115,30,29,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.291311,Item ainda não validado
116,30,30,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.315553,Item ainda não validado
117,30,31,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.339954,Item ainda não validado
118,30,32,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.361104,Item ainda não validado
119,30,33,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.383178,Item ainda não validado
120,30,34,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.403140,Item ainda não validado
121,30,35,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.427747,Item ainda não validado
122,30,36,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.446365,Item ainda não validado
123,30,37,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.468211,Item ainda não validado
124,30,38,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.573010,Item ainda não validado
125,30,39,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.598382,Item ainda não validado
126,30,40,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.619528,Item ainda não validado
127,30,41,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.639092,Item ainda não validado
128,30,42,ITEM_NAO_DISPONIVEL,2023-02-09 20:49:14.659911,Item ainda não validado
129,30,43,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:41.345185,Item ainda não validado
130,30,44,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:41.400686,Item ainda não validado
131,30,45,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:41.506079,Item ainda não validado
132,30,46,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:41.623929,Item ainda não validado
133,30,47,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:41.659123,Item ainda não validado
134,30,48,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:41.739947,Item ainda não validado
135,30,49,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:41.793483,Item ainda não validado
136,30,50,ITEM_NAO_DISPONIVEL,2023-02-02 15:35:41.887294,Item ainda não validado
137,30,51,OK_VALIDADO,2023-02-02 15:35:41.961925,Item validado com sucesso. Quantidade de entradas encontradas e analizadas que possuem o campo objeto do contrato válido: 100
