,Natureza da Receita,Valor Previsto,Valor Realizado,"Rua Maria Maia, 157, Grajaú – Brumadinho / MG CEP",Telefone de contato,Ano de Referência,Ano ,Mês ,Descrição da Natureza da Receita ,FileName
459,1762.02.00 - Transferências de Convênios do Estado Destinadas a Programas de Educação,"R$ 200.000,00","R$ 275.932,81",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
460,1762.99.00 - Outras Transferências de Convênio dos Estados,"R$ 100.000,00","R$ 130.000,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
461,1900.00.00 - OUTRAS RECEITAS CORRENTES,"R$ 7.490.000,00","R$ 3.960.308,74",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
462,1910.00.00 - MULTAS E JUROS DE MORA,"R$ 4.080.000,00","R$ 384.022,56",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
463,1911.00.00 - MULTAS E JUROS DE MORA DOS TRIBUTOS,"R$ 880.000,00","R$ 72.308,67",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
464,1911.08.00 - MULTAS E JUROS DE MORA DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,"R$ 880.000,00","R$ 72.308,67",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
465,1911.38.00 - Multas e Juros de Mora do Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU),"R$ 350.000,00","R$ 26.406,41",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
466,1911.40.00 - Multas e Juros de Mora do Imposto sobre Serviços de Qualquer Natureza (ISS),"R$ 450.000,00","R$ 39.248,57",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
467,1911.99.00 - Multas e Juros de Mora de Outros Tributos,"R$ 80.000,00","R$ 6.653,69",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
468,1913.00.00 - MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS,"R$ 650.000,00","R$ 310.903,83",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
469,1913.11.00 - Multas e Juros de Mora da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU),"R$ 400.000,00","R$ 282.219,28",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
470,1913.13.00 - Multas e Juros de Mora da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza (ISS),"R$ 230.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
471,1913.99.00 - Multas e Juros de Mora da Divida Ativa de Outros Tributos,"R$ 20.000,00","R$ 28.684,55",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
472,1919.00.00 - MULTAS DE OUTRAS ORIGENS,"R$ 2.550.000,00","R$ 810,06",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
473,1919.15.00 - Multas Previstas na Legislação de Trânsito,"R$ 100.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
474,1919.35.00 - Multas por Danos ao Meio Ambiente,"R$ 2.400.000,00","R$ 700,06",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
475,1919.99.00 - Outras Multas,"R$ 50.000,00","R$ 110,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
476,1920.00.00 - INDENIZAÇÕES E RESTITUIÇÕES,"R$ 300.000,00","R$ 610.032,30",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
477,1921.00.00 - INDENIZAÇÕES,"R$ 100.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
478,1921.99.00 - Outras Indenizações,"R$ 100.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
479,1922.00.00 - RESTITUIÇÕES,"R$ 200.000,00","R$ 610.032,30",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
480,1922.99.52 - Outras Restituições,"R$ 200.000,00","R$ 610.032,30",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
481,1930.00.00 - RECEITA DA DÍVIDA ATIVA,"R$ 1.420.000,00","R$ 1.994.625,93",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
482,1931.00.00 - RECEITA DA DÍVIDA ATIVA TRIBUTÁRIA,"R$ 1.420.000,00","R$ 1.994.625,93",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
483,1931.11.00 - Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU),"R$ 1.200.000,00","R$ 1.585.880,42",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
484,1931.13.00 - Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza (ISS),"R$ 100.000,00","R$ 341.115,48",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
485,1931.99.00 - Receita da Dívida Ativa de Outros Tributos,"R$ 120.000,00","R$ 67.630,03",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
486,1990.00.00 - RECEITAS DIVERSAS,"R$ 1.690.000,00","R$ 971.627,95",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
487,1990.03.00 - RECEITA DECORRENTE DE ALIENAÇÃO DE BENS APREENDIDOS,"R$ 1.690.000,00","R$ 971.627,95",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
488,1990.99.00 - Outras Receitas,"R$ 1.690.000,00","R$ 971.627,95",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
489,2000.00.00 - RECEITAS DE CAPITAL,"R$ 3.532.351,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
490,2400.00.00 - TRANSFERÊNCIAS DE CAPITAL,"R$ 3.532.351,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
491,2420.00.00 - TRANSFERÊNCIAS INTERGOVERNAMENTAIS,"R$ 3.532.351,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
492,2421.00.00 - TRANSFERÊNCIAS DA UNIÃO,"R$ 3.532.351,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
493,2421.01.00 - TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE (SUS),"R$ 3.532.351,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
494,2421.02.00 - Transferências de Recursos Destinados a Programas de Educação,"R$ 3.532.351,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
495,,,, 35460-000, (31) 3571-3001,2022,2022,Selecione...,;,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/2adbe9f5083fd14a0beadb9928aeb161.html
496,0000.00.00 - Receitas,"R$ 21.364.000,00","R$ 87.813.286,29",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
497,1000.00.00 - Receitas Correntes,"R$ 6.254.000,00","R$ 87.813.286,29",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
498,"1100.00.00 - Impostos, Taxas e Contribuições de Melhoria","R$ 2.440.000,00","R$ 4.247.643,72",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
499,1110.00.00 - Impostos,"R$ 1.900.000,00","R$ 2.363.851,29",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
500,1113.00.00 - Impostos sobre a Renda e Proventos de Qualquer Natureza,"R$ 1.900.000,00","R$ 2.363.851,29",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
501,1113.03.00 - Imposto sobre a Renda - Retido na Fonte,"R$ 1.900.000,00","R$ 2.363.851,29",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
502,1113.03.10 - Imposto sobre a Renda - Retido na Fonte - Trabalho,"R$ 1.800.000,00","R$ 2.176.375,21",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
503,1113.03.11 - Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal,"R$ 1.800.000,00","R$ 2.176.375,21",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
504,1113.03.40 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos,"R$ 100.000,00","R$ 187.476,08",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
505,1113.03.41 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal,"R$ 100.000,00","R$ 187.476,08",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
506,1120.00.00 - Taxas,"R$ 540.000,00","R$ 1.883.792,43",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
507,1121.00.00 - Taxas pelo Exercício do Poder de Polícia,"R$ 120.000,00","R$ 1.566.287,43",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
508,1121.02.00 - Taxas de Fiscalização das Telecomunicações,"R$ 0,00","R$ 1.467.506,54",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
509,1121.02.20 - Taxa de Fiscalização de Funcionamento - TFF,"R$ 0,00","R$ 1.467.506,54",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
510,1121.02.21 - Taxa de Fiscalização de Funcionamento - TFF - Principal,"R$ 0,00","R$ 1.467.506,54",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
511,1121.04.00 - Taxa de Controle e Fiscalização Ambiental,"R$ 120.000,00","R$ 98.780,89",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
512,1121.04.10 - Taxa de Controle e Fiscalização Ambiental,"R$ 120.000,00","R$ 98.780,89",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
513,1121.04.11 - Taxa de Controle e Fiscalização Ambiental - Principal,"R$ 120.000,00","R$ 92.718,29",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
514,1121.04.12 - Taxa de Controle e Fiscalização Ambiental - Multas e Juros de Mora,"R$ 0,00","R$ 5.622,32",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
515,1121.04.13 - Taxa de Controle e Fiscalização Ambiental - Dívida Ativa,"R$ 0,00","R$ 310,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
516,1121.04.14 - Taxa de Controle e Fiscalização Ambiental - Multas e Juros de Mora da Dívida Ativa,"R$ 0,00","R$ 130,28",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
517,1122.00.00 - Taxas pela Prestação de Serviços,"R$ 420.000,00","R$ 317.505,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
518,1122.01.00 - Taxas pela Prestação de Serviços,"R$ 420.000,00","R$ 317.505,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
519,1122.01.10 - Taxas pela Prestação de Serviços,"R$ 420.000,00","R$ 317.505,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
520,1122.01.11 - Taxas pela Prestação de Serviços - Principal,"R$ 384.000,00","R$ 302.026,05",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
521,1122.01.12 - Taxas pela Prestação de Serviços - Multas e Juros de Mora,"R$ 12.000,00","R$ 1.090,79",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
522,1122.01.13 - Taxas pela Prestação de Serviços - Dívida Ativa,"R$ 12.000,00","R$ 12.090,60",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
523,1122.01.14 - Taxas pela Prestação de Serviços - Multas e Juros de Mora da Dívida Ativa,"R$ 12.000,00","R$ 2.297,56",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
524,1200.00.00 - Contribuições,"R$ 1.800.000,00","R$ 2.230.593,93",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
525,1240.00.00 - Contribuição para o Custeio do Serviço de Iluminação Pública,"R$ 1.800.000,00","R$ 2.230.593,93",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
526,1240.00.10 - Contribuição para o Custeio do Serviço de Iluminação Pública,"R$ 1.800.000,00","R$ 2.230.593,93",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
527,1240.00.11 - Contribuição para o Custeio do Serviço de Iluminação Pública - Principal,"R$ 1.800.000,00","R$ 2.113.531,35",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
528,1240.00.12 - Contribuição para o Custeio do Serviço de Iluminação Pública - Multas e Juros de Mora,"R$ 0,00","R$ 2.130,49",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
529,1240.00.13 - Contribuição para o Custeio do Serviço de Iluminação Pública - Dívida Ativa,"R$ 0,00","R$ 20.983,16",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
530,1240.00.14 - Contribuição para o Custeio do Serviço de Iluminação Pública - Multas e Juros de Mora da Dívida Ativa,"R$ 0,00","R$ 93.948,93",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
531,1300.00.00 - Receita Patrimonial,"R$ 1.128.000,00","R$ 1.732.985,46",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
532,1320.00.00 - Valores Mobiliários,"R$ 1.128.000,00","R$ 1.732.985,46",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
533,1321.00.00 - Juros e Correções Monetárias,"R$ 1.128.000,00","R$ 1.732.985,46",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
534,1321.00.10 - Remuneração de Depósitos Bancários,"R$ 1.128.000,00","R$ 1.732.985,46",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
535,1321.00.11 - Remuneração de Depósitos Bancários - Principal,"R$ 1.128.000,00","R$ 1.732.985,46",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
536,1700.00.00 - Transferências Correntes,"R$ 0,00","R$ 78.895.238,89",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
537,1740.00.00 - Transferências de Instituições Privadas,"R$ 0,00","R$ 78.895.238,89",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
538,1740.00.10 - Transferências de Instituições Privadas,"R$ 0,00","R$ 78.895.238,89",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
539,1740.00.11 - Transferências de Instituições Privadas - Principal,"R$ 0,00","R$ 78.895.238,89",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
540,1900.00.00 - Outras Receitas Correntes,"R$ 886.000,00","R$ 706.824,29",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
541,"1910.00.00 - Multas Administrativas, Contratuais e Judiciais","R$ 165.000,00","R$ 165.500,66",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
542,1910.01.00 - Multas Previstas em Legislação Específica,"R$ 135.000,00","R$ 4.979,55",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
543,1910.01.10 - Multas Previstas em Legislação Específica,"R$ 135.000,00","R$ 4.979,55",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
544,1910.01.11 - Multas Previstas em Legislação Específica - Principal,"R$ 25.000,00","R$ 3.921,06",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
545,1910.01.13 - Multas Previstas em Legislação Específica - Dívida Ativa,"R$ 50.000,00","R$ 786,16",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
546,1910.01.14 - Multas Previstas em Legislação Específica - Multas e Juros de Mora da Dívida Ativa,"R$ 60.000,00","R$ 272,33",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
547,1910.06.00 - Multas por Danos Ambientais,"R$ 30.000,00","R$ 160.521,11",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
548,1910.06.10 - Multas Administrativas por Danos Ambientais,"R$ 30.000,00","R$ 160.521,11",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
549,1910.06.11 - Multas Administrativas por Danos Ambientais - Principal,"R$ 30.000,00","R$ 160.521,11",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
550,"1920.00.00 - Indenizações, Restituições e Ressarcimentos","R$ 170.000,00","R$ 185.065,11",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
551,1922.00.00 - Restituições,"R$ 170.000,00","R$ 185.065,11",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
552,1922.99.00 - Outras Restituições,"R$ 170.000,00","R$ 185.065,11",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
553,1922.99.10 - Outras Restituições,"R$ 170.000,00","R$ 185.065,11",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
554,1922.99.11 - Outras Restituições - Principal,"R$ 170.000,00","R$ 185.065,11",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
555,1990.00.00 - Demais Receitas Correntes,"R$ 551.000,00","R$ 356.258,52",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
556,1990.99.00 - Outras Receitas,"R$ 551.000,00","R$ 356.258,52",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
557,1990.99.10 - Outras Receitas - Primárias,"R$ 151.000,00","R$ 356.254,37",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
558,1990.99.11 - Outras Receitas - Primárias - Principal,"R$ 150.000,00","R$ 356.250,34",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
559,1990.99.12 - Outras Receitas - Primárias - Multas e Juros de Mora,"R$ 1.000,00","R$ 4,03",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
560,1990.99.20 - Outras Receitas - Financeiras,"R$ 400.000,00","R$ 4,15",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
561,1990.99.21 - Outras Receitas - Financeiras - Principal,"R$ 400.000,00","R$ 4,15",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
562,2000.00.00 - Receitas de Capital,"R$ 15.110.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
563,2100.00.00 - Operações de Crédito,"R$ 15.110.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
564,2110.00.00 - Operações de Crédito - Mercado Interno,"R$ 15.110.000,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/c640056311e882e8b4289a8b9673cb1c.html
