,Natureza da Receita,Valor Previsto,Valor Realizado,"Rua Maria Maia, 157, Grajaú – Brumadinho / MG CEP",Telefone de contato,Ano de Referência,Ano ,Mês ,Descrição da Natureza da Receita ,FileName
262,"1121.25.00 - Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústria e Prestadora de Serviços","R$ 1.618.487,00","R$ 994.344,17",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
263,1121.32.00 - Taxa de Aprovação do Projeto de Construção Civil,"R$ 112.460,00","R$ 66.613,86",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
264,"1121.36.00 - Taxa de Apreensão, Depósito ou Liberação de Animais","R$ 12.117,00","R$ 1.035,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
265,1121.99.00 - Outras Taxas pelo Exercício do Poder de Polícia,"R$ 2.178,00","R$ 1.207,77",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
266,1122.00.00 - TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"R$ 490.631,00","R$ 382.801,43",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
267,1122.12.00 - EMOLUMENTOS E CUSTAS PROCESSUAIS ADMINISTRATIVAS,"R$ 490.631,00","R$ 382.801,43",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
268,1122.28.00 - Taxa de Cemitérios,"R$ 22.355,00","R$ 1.902,53",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
269,1122.90.00 - Taxa de Limpeza Pública,"R$ 119,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
270,1122.99.00 - Outras Taxas pela Prestação de Serviços,"R$ 468.157,00","R$ 380.898,90",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
271,1200.00.00 - RECEITAS DE CONTRIBUIÇÕES,"R$ 1.995.674,00","R$ 1.513.676,50",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
272,1210.00.00 - CONTRIBUIÇÕES SOCIAIS,"R$ 1.995.674,00","R$ 1.513.676,50",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
273,1210.99.00 - OUTRAS CONTRIBUIÇÕES SOCIAIS,"R$ 1.995.674,00","R$ 1.513.676,50",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
274,1230.00.00 - Contribuição para o Custeio do Serviço de Iluminação Pública,"R$ 1.995.674,00","R$ 1.513.676,50",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
275,1300.00.00 - RECEITA PATRIMONIAL,"R$ 5.320.653,00","R$ 2.857.490,54",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
276,1320.00.00 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 5.320.653,00","R$ 2.857.490,54",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
277,1325.00.00 - REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"R$ 5.320.653,00","R$ 2.857.490,54",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
278,1325.01.00 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,"R$ 2.498.767,00","R$ 1.716.230,62",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
279,1325.01.02 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDEB,"R$ 279.198,00","R$ 178.283,76",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
280,1325.01.03 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Fundo de Saúde,"R$ 745.527,00","R$ 438.802,84",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
281,1325.01.05 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Manutenção e Desenvolvimento do Ensino (MDE),"R$ 170.071,00","R$ 188.906,88",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
282,1325.01.09 - Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - Contribuição de Intervenção no Domínio Econômico (CIDE),"R$ 171,00","R$ 5.657,91",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
283,1325.01.99 - Receita de Remuneração de Outros Depósitos Bancários de Recursos Vinculados,"R$ 1.303.800,00","R$ 904.579,23",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
284,1325.02.00 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS NÃO VINCULADOS,"R$ 2.821.886,00","R$ 1.141.259,92",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
285,1325.02.99 - Remuneração de Outros Depósitos de Recursos Não Vinculados,"R$ 2.821.886,00","R$ 1.141.259,92",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
286,1700.00.00 - TRANSFERÊNCIAS CORRENTES,"R$ 158.893.299,00","R$ 162.223.125,98",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
287,1720.00.00 - TRANSFERÊNCIAS INTERGOVERNAMENTAIS,"R$ 158.664.166,00","R$ 162.223.125,98",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
288,1721.00.00 - TRANSFERÊNCIAS DA UNIÃO,"R$ 70.096.520,00","R$ 64.318.896,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
289,1721.01.00 - PARTICIPAÇÃO NA RECEITA DA UNIÃO,"R$ 21.088.348,00","R$ 26.048.921,44",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
290,1721.01.02 - Cota-parte do Fundo de Participação dos Municípios - Cota Mensal,"R$ 21.011.563,00","R$ 23.959.109,59",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
291,1721.01.03 - Cota-parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de dezembro,"R$ 10.000,00","R$ 994.906,35",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
292,1721.01.04 - Cota-parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de julho,"R$ 10.000,00","R$ 707.049,20",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
293,1721.01.05 - Cota-parte do Imposto sobre a Propriedade Territorial Rural,"R$ 56.785,00","R$ 387.856,30",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
294,1721.22.00 - TRANSFERÊNCIA DA COMPENSAÇÃO FINANCEIRA PELA EXPLORAÇÃO DE RECURSOS NATURAIS,"R$ 23.304.481,00","R$ 22.339.826,55",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
295,1721.22.20 - Cota-parte da Compensação Financeira de Recursos Minerais (CFEM),"R$ 19.218.610,00","R$ 19.869.295,96",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
296,1721.22.70 - Cota-parte do Fundo Especial do Petróleo (FEP),"R$ 4.085.871,00","R$ 2.470.530,59",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
297,1721.33.00 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE (SUS) REPASSES FUNDO A FUNDO,"R$ 18.936.084,00","R$ 10.817.611,15",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
298,1721.33.11 - Transferência de Recursos do SUS - Bloco Atenção Básica,"R$ 10.481.456,00","R$ 6.644.822,19",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
299,1721.33.12 - Transferência de Recursos do SUS - Bloco Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,"R$ 7.266.579,00","R$ 3.498.685,57",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
300,1721.33.13 - Transferência de Recursos do SUS - Bloco Vigilância em Saúde,"R$ 668.237,00","R$ 342.594,15",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
301,1721.33.14 - Transferência de Recursos do SUS - Bloco Assistência Farmacêutica,"R$ 364.401,00","R$ 205.501,10",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
302,1721.33.15 - Transferência de Recursos do SUS - Bloco Gestão do SUS,"R$ 50.100,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
303,1721.34.00 - Transferência de Recursos do Fundo Nacional de Assistência Social (FNAS),"R$ 105.311,00","R$ 126.008,14",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
304,1721.35.00 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCAÇÃO (FNDE),"R$ 6.767.607,00","R$ 5.112.536,86",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
305,1721.35.01 - Transferências do Salário-Educação,"R$ 1.736.802,00","R$ 1.468.826,34",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
306,1721.35.03 - Transferências Diretas do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE),"R$ 533.230,00","R$ 609.052,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
307,1721.35.04 - Transferências Diretas do FNDE Referentes ao Programa Nacional de Apoio ao Transporte do Escolar (PNATE),"R$ 3.946.065,00","R$ 339.121,74",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
308,1721.35.99 - Outras Transferências Diretas do FNDE,"R$ 0,00","R$ 1.066.155,89",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
309,1721.36.00 - Transferência Financeira do ICMS - Desoneração - LC N° 87/96,"R$ 551.510,00","R$ 428.805,84",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
310,1721.99.00 - Outras Transferências da União,"R$ 0,00","R$ 1.200.575,05",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
311,1722.00.00 - TRANSFERÊNCIAS DO ESTADO,"R$ 70.426.062,00","R$ 77.052.231,61",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
312,1722.01.00 - PARTICIPAÇÃO NA RECEITA DO ESTADO,"R$ 69.722.579,00","R$ 75.609.203,58",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
313,1722.01.01 - Cota-parte do ICMS,"R$ 64.000.000,00","R$ 70.207.567,55",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
314,1722.01.02 - Cota-parte do IPVA,"R$ 4.363.445,00","R$ 4.468.170,07",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
315,1722.01.04 - Cota-parte do IPI sobre Exportação,"R$ 1.353.124,00","R$ 871.825,02",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
316,1722.01.13 - Cota-parte da Contribuição de Intervenção no Domínio Econômico,"R$ 6.010,00","R$ 61.640,94",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
317,1722.22.00 - TRANSFERÊNCIA DA COTA-PARTE DA COMPENSAÇÃO FINANCEIRA (25%),"R$ 702.083,00","R$ 1.085.567,95",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
318,1722.33.00 - Transferência de Recursos do Estado para Programas de Saúde - Repasses Fundo a Fundo,"R$ 702.083,00","R$ 1.085.567,95",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
319,1722.99.00 - OUTRAS TRANSFERÊNCIAS DO ESTADO,"R$ 1.400,00","R$ 357.460,08",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
320,1722.99.51 - Transferências de Recursos do Fundo Estadual de Assistência Social (FEAS),"R$ 1.400,00","R$ 38.016,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
321,1722.99.52 - Outras Transferências do Estado,"R$ 0,00","R$ 319.444,08",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
322,1724.00.00 - TRANSFERÊNCIAS MULTIGOVERNAMENTAIS,"R$ 18.141.584,00","R$ 20.851.998,37",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
323,1724.01.00 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (FUNDEB),"R$ 18.141.584,00","R$ 18.627.502,37",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
324,1730.00.00 - Transferências de Instituições Privadas,"R$ 0,00","R$ 2.224.496,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
325,1760.00.00 - TRANSFERÊNCIAS DE CONVÊNIOS,"R$ 229.133,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
326,1762.00.00 - TRANSFERÊNCIAS DE CONVÊNIOS DO ESTADO E DE SUAS ENTIDADES,"R$ 229.133,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
327,1762.01.00 - Transferências de Convênios do Estado para o Sistema Único de Saúde (SUS),"R$ 100,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
328,1762.02.00 - Transferências de Convênios do Estado Destinadas a Programas de Educação,"R$ 228.133,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
329,1762.99.00 - Outras Transferências de Convênio dos Estados,"R$ 900,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
330,1900.00.00 - OUTRAS RECEITAS CORRENTES,"R$ 4.236.790,00","R$ 5.609.601,06",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
331,1910.00.00 - MULTAS E JUROS DE MORA,"R$ 279.142,00","R$ 572.575,13",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
332,1911.00.00 - MULTAS E JUROS DE MORA DOS TRIBUTOS,"R$ 71.862,00","R$ 130.287,14",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
333,1911.08.00 - MULTAS E JUROS DE MORA DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,"R$ 71.862,00","R$ 130.287,14",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
334,1911.38.00 - Multas e Juros de Mora do Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU),"R$ 14.067,00","R$ 17.145,63",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
335,1911.40.00 - Multas e Juros de Mora do Imposto sobre Serviços de Qualquer Natureza (ISS),"R$ 52.185,00","R$ 29.448,10",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
336,1911.99.00 - Multas e Juros de Mora de Outros Tributos,"R$ 5.610,00","R$ 83.693,41",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
337,1913.00.00 - MULTAS E JUROS DE MORA DA DÍVIDA ATIVA DOS TRIBUTOS,"R$ 206.587,00","R$ 441.246,09",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
338,1913.11.00 - Multas e Juros de Mora da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU),"R$ 179.952,00","R$ 406.224,80",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
339,1913.13.00 - Multas e Juros de Mora da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza (ISS),"R$ 0,00","R$ 1.299,84",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
340,1913.99.00 - Multas e Juros de Mora da Divida Ativa de Outros Tributos,"R$ 26.635,00","R$ 33.721,45",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
341,1919.00.00 - MULTAS DE OUTRAS ORIGENS,"R$ 693,00","R$ 1.041,90",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
342,1919.15.00 - Multas Previstas na Legislação de Trânsito,"R$ 693,00","R$ 0,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
343,1919.35.00 - Multas por Danos ao Meio Ambiente,"R$ 0,00","R$ 300,00",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
344,1919.99.00 - Outras Multas,"R$ 0,00","R$ 741,90",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
345,1920.00.00 - INDENIZAÇÕES E RESTITUIÇÕES,"R$ 456.276,00","R$ 276.913,59",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
346,1922.00.00 - RESTITUIÇÕES,"R$ 456.276,00","R$ 276.913,59",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
347,1922.99.52 - Outras Restituições,"R$ 456.276,00","R$ 276.913,59",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
348,1930.00.00 - RECEITA DA DÍVIDA ATIVA,"R$ 2.834.159,00","R$ 1.026.048,25",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
349,1931.00.00 - RECEITA DA DÍVIDA ATIVA TRIBUTÁRIA,"R$ 2.834.159,00","R$ 1.026.048,25",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
350,1931.11.00 - Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU),"R$ 2.150.116,00","R$ 779.787,31",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
351,1931.13.00 - Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza (ISS),"R$ 649.640,00","R$ 209.355,76",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
352,1931.99.00 - Receita da Dívida Ativa de Outros Tributos,"R$ 34.403,00","R$ 36.905,18",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
353,1990.00.00 - RECEITAS DIVERSAS,"R$ 667.213,00","R$ 3.734.064,09",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
354,1990.03.00 - RECEITA DECORRENTE DE ALIENAÇÃO DE BENS APREENDIDOS,"R$ 667.213,00","R$ 3.734.064,09",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
355,1990.99.00 - Outras Receitas,"R$ 667.213,00","R$ 3.734.064,09",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
356,2000.00.00 - RECEITAS DE CAPITAL,"R$ 4.325.100,00","R$ 7.231.168,22",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
357,2100.00.00 - OPERAÇÕES DE CRÉDITO,"R$ 4.325.000,00","R$ 6.261.838,78",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
358,2110.00.00 - OPERAÇÕES DE CRÉDITO INTERNAS,"R$ 4.325.000,00","R$ 6.261.838,78",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
359,2114.00.00 - OPERAÇÕES DE CRÉDITO INTERNAS - CONTRATUAIS,"R$ 4.325.000,00","R$ 6.261.838,78",,,,,,,/datalake/ufmg/crawler/webcrawlerc01/realizacaof01/brumadinho/receitas/data/raw_pages/ea376198c6d1fe015f7ac53d9674cdcb.html
